stations,NOME,BACIA,ALTITUDE (M),COORD_X,COORD_Y,LATITUDE,LONGITUDE,ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
29F.02,LAMEIRO,RIBEIRAS DO ALGARVE,-,-,-,37.40046,-8.66041,ARH-ALGARVE,BEJA,ODEMIRA,SÃO TEOTÓNIO,RIBEIRO DO LAMEIRO,-,-,01/01/2017,-,DQA,ATIVA
03M.02,LAMEIRÃO,DOURO,346,256027,531041,41.74682,-7.45955,CCDR-NORTE,VILA REAL,CHAVES,SANTA MARIA MAIOR,RIO TÂMEGA,936.66,180.81,12/10/1993,09/03/1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
06G.09,LAMELAS,LEÇA,-,172077,479491,41.28415,-8.46645,ARH-NORTE,PORTO,SANTO TIRSO,REGUENGA,RIO LEÇA,-,-,23/04/2007,-,DQA_QUIM_VIG,ATIVA
03E.01,LANHESES,LIMA,0,154825,528672,41.72616,-8.67605,CCDR-NORTE,VIANA DO CASTELO,VIANA DO CASTELO,MOREIRA DE GERAZ DO LIMA,RIO LIMA,2372.92,16.38,24/10/1988,04/01/2000,IMPACTO,EXTINTA
27J.03,LARANJO,GUADIANA,-,-,-,37.737783,-7.943633,ARH-ALENTEJO,BEJA,CASTRO VERDE,ENTRADAS,,-,-,-,-,-,-
06P.03,LARINHO,DOURO,-,-,-,41.21026,-6.99246,ARH-NORTE,BRAGANÇA,TORRE DE MONCORVO,LARINHO,,-,-,-,-,-,-
13L.51,LAVACOLHOS,TEJO,-,244596,351649,40.135725,-7.613872,ARH-TEJO,CASTELO BRANCO,FUNDÃO,LAVACOLHOS,RIBEIRA DE XIMASSA,-,-,14/09/2009,-,DQA_ECOL_VIG,ATIVA
31G.50,LAVADOURO,RIBEIRAS DO ALGARVE,-,181310.17,18284.13,37.130207,-8.343432,ARH-ALGARVE,FARO,SILVES,ALCANTARILHA,RIBEIRA DE ALCANTARILHA OU BARRANCO DO RIBEIRO MEIRINHO,-,-,01/01/2015,-,DQA_QUIM_VIG / DQA_ECOL_OPER,ATIVA
13K.04,LAVAGEM VELHA,TEJO,-,-,-,40.133414,-7.715885,ARH-TEJO,CASTELO BRANCO,COVILHÃ,ALDEIA DE SÃO FRANCISCO DE ASSIS,,-,-,-,-,-,-
21B.03,LAVEIRAS,TEJO,10,100743,193637,38.70464,-9.27414,CCDR-LVT,LISBOA,OEIRAS,CAXIAS,RIBEIRA DA BARCARENA OU DOS OSSOS,33.49,6.62,18/10/2000,-,DQA,REATIVADA
21G.51,LAVRE,TEJO,-,-19762.81,-99881.28,38.7683651,-8.360507,ARH-TEJO,ÉVORA,MONTEMOR-O-NOVO,LAVRE,RIBEIRA DE LAVRE,-,-,19/06/2014,-,DQA_ECOL_VIG,ATIVA
22C.15F,LA_1_IPMA (Fundo),,-,-,-,38.518911,-9.16285,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
22C.15S,LA_1_IPMA (Sup),,-,-,-,38.518911,-9.16285,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
22B.06F,LA_2_IPMA (Fundo),,-,-,-,38.513953,-9.171931,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
22B.06S,LA_2_IPMA (Sup),,-,-,-,38.513953,-9.171931,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
30F.54,LEAIS,RIBEIRAS DO ALGARVE,-,-42471.19,-276294.33,37.178257,-8.611367,ARH-ALGARVE,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,RIBEIRO DO FARELO,-,-,26/02/2013,-,DQA_ECOL_OPER,ATIVA
13D.06,LEIROSA,LIS/RIBEIRAS COSTEIRAS,-,-,-,40.05771367,-8.884234223,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,MARINHA DAS ONDAS,,-,-,-,-,-,-
13K.51,LEZÍRIA,TEJO,-,236634,352466,40.140616,-7.697645,ARH-TEJO,CASTELO BRANCO,COVILHÃ,CASEGAS,RIBEIRA DE PORSIM,-,-,17/09/2009,-,DQA_ECOL_VIG,ATIVA
06E.24F,LE_TW-1 PONTÃO PORTO LEIXÕES (F),,-,-,-,41.171811,-8.709287,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
06E.24S,LE_TW-1 PONTÃO PORTO LEIXÕES (S),LEÇA,-,-,-,41.171811,-8.709287,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
06E.03F,LEÇA - PONTE A28 (F),LEÇA,-,-,-,41.19522,-8.68333,INAG/IPIMAR,PORTO,MATOSINHOS,-,RIO LEÇA,-,-,21/04/2010,-,EEMA,ATIVA
06E.03S,LEÇA - PONTE A28 (S),LEÇA,-,-,-,41.19522,-8.68333,INAG/IPIMAR,PORTO,MATOSINHOS,-,RIO LEÇA,-,-,21/04/2010,-,EEMA,ATIVA
06E.04F,LEÇA - PORTO LEIXÕES (F),LEÇA,-,-,-,41.18225,-8.70413,INAG/IPIMAR,-,-,-,RIO LEÇA,-,-,21/04/2010,-,EEMA,ATIVA
06E.04S,LEÇA - PORTO LEIXÕES (S),LEÇA,-,-,-,41.18225,-8.70413,INAG/IPIMAR,-,-,-,RIO LEÇA,-,-,21/04/2010,-,EEMA,ATIVA
23K.05,LIGAÇÃO LOUREIRO - MONTE NOVO,GUADIANA,-,-,-,38.45886,-7.739285,ARH-ALENTEJO,ÉVORA,ÉVORA,UNIÃO DAS FREGUESIAS DE SÃO MANÇOS E SÃO VICENTE DO PIGEIRO,,-,-,-,-,-,-
23K.06,LIGAÇÃO ÁLAMOS - LOUREIRO,GUADIANA,-,-,-,38.371164,-7.7019,ARH-ALENTEJO,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,-,-,-,-
04N.10,LILELA,DOURO,-,-,-,41.53761,-7.25072,ARH-NORTE,VILA REAL,VALPAÇOS,RIO TORTO,,-,-,-,-,-,-
03E.27,LIMA - BARCO PORTO,LIMA,0,148786,525764,41.69961,-8.74837,INAG/IH,VIANA DO CASTELO,VIANA DO CASTELO,SERRELEIS,RIO LIMA,2448.52,9.03,19/02/2002,10/09/2004,SP,EXTINTA
03F.10,LIMA - BERTIANDOS B,LIMA,-,-,-,41.75547,-8.62813,INAG/IPIMAR,VIANA DO CASTELO,PONTE DE LIMA,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03D.06F,LIMA - FOZ (F),LIMA,-,-,-,41.67632,-8.84017,INAG/IPIMAR,-,-,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03D.06S,LIMA - FOZ (S),LIMA,-,-,-,41.67632,-8.84017,INAG/IPIMAR,-,-,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.28S,LIMA - JUSANTE AÇUDE LANHESES (S),LIMA,0,154278,528579,41.72529,-8.68261,INAG/IH,VIANA DO CASTELO,VIANA DO CASTELO,LANHESES,RIO LIMA,2386.96,15.75,19/02/2002,-,SP,REATIVADA
03D.26F,LIMA - LM2 (F),OCEANO ATLÂNTICO,-,141130,523287,41.67678,-8.8401,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,19/02/2002,10/09/2004,SP,EXTINTA
03D.26S,LIMA - LM2 (S),OCEANO ATLÂNTICO,-,141144,523263,41.67657,-8.83993,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,19/02/2002,10/09/2004,SP,EXTINTA
03F.11,LIMA - MOURA/BARCO,LIMA,-,-,-,41.73797,-8.65127,INAG/IPIMAR,VIANA DO CASTELO,PONTE DE LIMA,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.25,LIMA - PONTA CABEDELO,LIMA,34,143581,525050,41.69283,-8.81083,INAG/IH,VIANA DO CASTELO,VIANA DO CASTELO,MEADELA,RIO LIMA,2505.91,3.4,14/03/2003,10/09/2004,SP,EXTINTA
03F.29,LIMA - PONTE VELHA PONTE LIMA,LIMA,0,162308,533446,41.76953,-8.58642,INAG/IH,VIANA DO CASTELO,PONTE DE LIMA,PONTE DE LIMA,RIO LIMA,2218.12,26.42,19/02/2002,17/09/2003,SP,EXTINTA
03E.03F,LIMA - PORTO/REGUENGO (F),,-,-,-,41.7022,-8.7375,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
03E.03S,LIMA - PORTO/REGUENGO (S),LIMA,-,-,-,41.7022,-8.7375,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.04F,LIMA - PORTUZELO (F),,-,-,-,41.69667,-8.77183,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
03E.04S,LIMA - PORTUZELO (S),LIMA,-,-,-,41.69667,-8.77183,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03F.09,LIMA - QUINTA ROSEIRA/SÃO GONÇALO,LIMA,-,-,-,41.7623,-8.5937,INAG/IPIMAR,VIANA DO CASTELO,PONTE DE LIMA,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03D.24F,LIMA - SAÍDA ESTUÁRIO (F),OCEANO ATLÂNTICO,-,138589,523535,41.679011,-8.868834,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,19/02/2002,10/09/2004,SP,EXTINTA
03D.24S,LIMA - SAÍDA ESTUÁRIO (S),OCEANO ATLÂNTICO,-,138589,523535,41.679011,-8.868834,INAG/IH,-,-,-,OCEANO ATLÂNTICO,-,-,19/02/2002,10/09/2004,SP,EXTINTA
03E.06F,LIMA - SÃO LOURENÇO (F),LIMA,-,-,-,41.69113,-8.82185,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.06S,LIMA - SÃO LOURENÇO (S),LIMA,-,-,-,41.69113,-8.82185,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.02,LIMA - VEIGA,LIMA,-,-,-,41.72065,-8.69645,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
03E.05,LIMA - ÍNSUA CAVALAR,LIMA,-,-,-,41.69353,-8.80112,INAG/IPIMAR,VIANA DO CASTELO,VIANA DO CASTELO,-,RIO LIMA,-,-,28/04/2010,-,EEMA,ATIVA
04D.01,LIMA COSTA,OCEANO ATLÂNTICO,-,141564,522023,41.66544,-8.83476,INAG/IA,-,-,-,OCEANO ATLÂNTICO,-,-,30/05/2001,22/02/2002,SP,EXTINTA
26L.06,LIMAS - ALTO FICA,,-,-,-,37.844792,-7.612994,ARH-ALENTEJO,BEJA,SERPA,UNIÃO DAS FREGUESIAS DE SERPA (SALVADOR E SANTA MARIA),,-,-,-,-,-,-
27L.53,LIMAS - PONTÃO,GUADIANA,-,244949,95225,37.82253,-7.62257,ARH-ALENTEJO,BEJA,SERPA,SERPA (SANTA MARIA),RIBEIRA LIMAS,-,-,22/04/2009,-,DQA_ECOL_VIG,ATIVA
17F.09,LIMINÍGRAFO,TEJO,16,165155,268419,39.38311,-8.53753,CCDR-LVT,SANTARÉM,GOLEGÃ,AZINHAGA,RIO ALMONDA,176.89,131.3,06/01/1999,23/06/2005,IMPACTO,EXTINTA
04P.04,LIMÃOS,DOURO,-,-,-,41.52108,-6.85079,ARH-NORTE,BRAGANÇA,MACEDO DE CAVALEIROS,SALSELAS,,-,-,-,-,-,-
02H.56,LINDOSO - CCHE,LIMA,-,-,-,41.871656,-8.209429,EDP,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,RIO LIMA,-,-,01/01/2009,-,TURH,ATIVA
06M.09,LINHARES,DOURO,-,-,-,41.20487,-7.37297,ARH-NORTE,BRAGANÇA,CARRAZEDA DE ANSIÃES,LINHARES,,-,-,-,-,-,-
14D.05,LIS - FOZ (ESCADAS ME),LIS/RIBEIRAS COSTEIRAS,-,128670,323782,39.879953,-8.967288,ARH-CENTRO,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,RIO LIS,-,-,03/08/2010,-,IMPACTO,ATIVA
14D.01,LIS - MONTE REAL (PONTE ESTRADA 349),LIS/RIBEIRAS COSTEIRAS,-,-,-,39.8525,-8.8523,INAG/IPIMAR,LEIRIA,LEIRIA,-,RIO LIS,-,-,19/04/2010,-,EEMA,ATIVA
14D.02,LIS - PASSAGEM (PONTE),LIS/RIBEIRAS COSTEIRAS,-,-,-,39.88318,-8.9106,INAG/IPIMAR,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,RIO LIS,-,-,19/04/2010,-,EEMA,ATIVA
14D.04,LIS - PONTE BAJANCA,LIS/RIBEIRAS COSTEIRAS,-,131437,324189,39.88333,-8.93464,ARH-CENTRO,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,RIO LIS,-,-,07/07/2010,-,IMPACTO,ATIVA
14D.06,LIS - PRAIA VIEIRA (PONTE),LIS/RIBEIRAS COSTEIRAS,-,-,-,39.88038,-8.96307,INAG/IPIMAR,LEIRIA,LEIRIA,-,RIO LIS,-,-,19/04/2010,-,EEMA,ATIVA
21H.52,LOBEIRA DE BAIXO,TEJO,-,-14064.97,-99309.84,38.7736218,-8.2949574,ARH-TEJO,ÉVORA,MONTEMOR-O-NOVO,LAVRE,RIBEIRA DE LAVRE,-,-,07/07/2014,-,DQA_ECOL_VIG,ATIVA
03J.04,LOIVOS,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.77893,-7.93806,ARH-NORTE,VILA REAL,MONTALEGRE,UNIÃO DAS FREGUESIAS DE PARADELA  CONTIM E FIÃES,,-,-,-,-,-,-
04G.02,LOMAR,AVE,-,-,-,41.52059,-8.43493,ARH-NORTE,BRAGA,BRAGA,UNIÃO DAS FREGUESIAS DE LOMAR E ARCOS,,-,-,-,-,-,-
07G.54,LOMBA,,-,176410.34,455685.56,41.06994,-8.41379,ARH-NORTE,PORTO,GONDOMAR,LOMBA,RIO DOURO,-,-,01/04/2016,-,DQA_QUIM_VIG,ATIVA
06E.01,LOMBA - FOZ LEÇA,LEÇA,-,154031,470049,41.207633,-8.670575,ARH-NORTE,PORTO,MATOSINHOS,GUIFÕES,RIO LEÇA,-,-,23/04/2007,-,DQA_QUIM_VIG,ATIVA
14N.07,LOMBA DO CURRAL,TEJO,-,-,-,39.874915,-7.301355,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,LADOEIRO,,-,-,-,-,-,-
13J.06,LOMBA DO MEIO,TEJO,-,-,-,40.016322,-7.835438,ARH-TEJO,CASTELO BRANCO,OLEIROS,CAMBAS,,-,-,-,-,-,-
01F.50,LOMBA DO RIO,MINHO,10,156549,559330,42.00223,-8.65758,UTAD,VIANA DO CASTELO,VALENÇA,CRISTELO COVO,RIBEIRA DA VEIGA DO MIRA,-,-,21/06/2010,-,DQA_ECOL_VIG,ATIVA
20A.02,LOMBA DOS PIANOS,RIBEIRAS DO OESTE,-,-,-,38.890861,-9.424704,ARH-TEJO,LISBOA,SINTRA,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM,,-,-,-,-,-,-
05M.50,LOMBO,DOURO,480,254482,499574,41.4636,-7.481,UTAD,VILA REAL,VILA POUCA DE AGUIAR,TRESMINAS,RIO CURROS,-,-,30/04/2010,-,DQA_ECOL_VIG,ATIVA
24N.50,LOMBO ROMÃO,GUADIANA,-,279246,148958,38.287617,-7.206895,ARH-ALENTEJO,ÉVORA,MOURÃO,MOURÃO,RIBEIRA DE GODELIM,-,-,28/04/2009,-,DQA_ECOL_OPER,ATIVA
05N.06,LONGRA,DOURO,-,-,-,41.37162,-7.24329,ARH-NORTE,BRAGANÇA,MIRANDELA,UNIÃO DAS FREGUESIAS DE BARCEL  MARMELOS E VALVERDE DA GESTOSA,,-,-,-,-,-,-
23K.13C,LOUREIRO - CCHA (C),GUADIANA,-,234804,155885,38.36945,-7.73484,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,17/11/2009,-,EDIA,ATIVA
23K.13F,LOUREIRO - CCHA (F),GUADIANA,-,234804,155885,38.36945,-7.73484,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,13/09/2006,-,EDIA,ATIVA
23K.13P,LOUREIRO - CCHA (P),GUADIANA,-,-,-,38.36945,-7.73484,-,-,-,-,,-,-,-,-,EDIA,-
23K.13S,LOUREIRO - CCHA (S),GUADIANA,-,234804,155885,38.36945,-7.73484,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,13/09/2006,-,EDIA,ATIVA
23K.12,LOUREIRO - JUSANTE - CCHA,GUADIANA,-,235935,156613,38.37597,-7.72186,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,15/11/2006,-,EDIA,ATIVA
23K.11C,LOUREIRO - TOMADA - CCHA (C),GUADIANA,-,234429,155204,38.36333,-7.73916,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,17/11/2009,-,EDIA,ATIVA
23K.11F,LOUREIRO - TOMADA - CCHA (F),GUADIANA,-,234429,155204,38.36333,-7.73916,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,10/10/2006,-,EDIA,ATIVA
23K.11P,LOUREIRO - TOMADA - CCHA (P),GUADIANA,-,-,-,38.36333,-7.73916,-,-,-,-,,-,-,-,-,EDIA,-
23K.11S,LOUREIRO - TOMADA - CCHA (S),GUADIANA,-,234429,155204,38.36333,-7.73916,EDIA,ÉVORA,PORTEL,MONTE DO TRIGO,,-,-,10/10/2006,-,EDIA,ATIVA
24J.01,LOUREIRO/ALVITO - LOUALV1 - CCHA,SADO,-,-,-,38.328056,-7.8625,EDIA,ÉVORA,PORTEL,UNIÃO DAS FREGUESIAS DE SÃO BARTOLOMEU DO OUTEIRO E ORIOLA,,-,-,-,-,-,-
21B.01,LOURES,TEJO,-,109839,207890,38.83241,-9.1702,DGA,LISBOA,LOURES,LOURES,RIBEIRA DE LOURES,-,-,11/11/1985,08/02/1990,DGA,EXTINTA
03H.09,LOURIDO - CCHE,,-,-,-,41.825518,-8.28137,EDP,VIANA DO CASTELO,PONTE DA BARCA,ENTRE AMBOS-OS-RIOS,RIO DE TROUFE,-,-,01/01/2011,-,TURH,ATIVA
09H.03,LOURISELA - CCHE,VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.76404023,-8.296695743,ARH-CENTRO,AVEIRO,SEVER DO VOUGA,COUTO DE ESTEVES,,-,-,-,-,-,-
05F.02,LOURO,AVE,70,164825,496451,41.436888,-8.554403,CCDR-NORTE,BRAGA,VILA NOVA DE FAMALICÃO,LOURO,RIO ESTE,121.57,25.57,27/10/1993,22/04/1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
13F.03,LOUZÕES,,-,-,-,40.06907,-8.66316,ARH-CENTRO,COIMBRA,SOURE,VILA NOVA DE ANÇOS,,-,-,-,-,-,-
17B.21,LO_1_IPMA,,-,-,-,39.428025,-9.228167,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
17B.22F,LO_2_IPMA (Fundo),,-,-,-,39.424561,-9.216339,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
17B.22S,LO_2_IPMA (Sup),,-,-,-,39.424561,-9.216339,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
17B.23,LO_3_IPMA,,-,-,-,39.410894,-9.210161,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
17B.24,LO_4_IPMA,,-,-,-,39.404478,-9.191144,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
17B.25,LO_5_IPMA,,-,-,-,39.394508,-9.217869,-,-,-,-,,-,-,01/01/2009,-,-,ATIVA
22N.15C,LUCEFECIT - CCHA (C),GUADIANA,-,272675,176728,38.55493,-7.29936,EDIA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),,-,-,19/11/2009,-,EDIA,ATIVA
22N.15F,LUCEFECIT - CCHA (F),GUADIANA,-,272675,176728,38.55493,-7.29936,EDIA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),RIO GUADIANA,-,-,11/05/2005,-,EDIA,ATIVA
22N.15M,LUCEFECIT - CCHA (M),GUADIANA,-,272675,176728,38.55493,-7.29936,EDIA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),RIO GUADIANA,-,-,11/05/2005,-,EDIA,ATIVA
22N.15P,LUCEFECIT - CCHA (P),GUADIANA,-,-,-,38.55493,-7.29936,-,-,-,-,,-,-,-,-,EDIA,-
22N.15S,LUCEFECIT - CCHA (S),GUADIANA,-,272675,176728,38.55493,-7.29936,EDIA,ÉVORA,ALANDROAL,CAPELINS (SANTO ANTÓNIO),RIO GUADIANA,-,-,11/05/2005,-,EDIA,ATIVA
22M.04,LUCEFECIT 1,GUADIANA,-,-,-,38.619581,-7.397737,ARH-ALENTEJO,ÉVORA,ALANDROAL,TERENA (SÃO PEDRO),,-,-,-,-,-,-
22M.03S,LUCEFÉCIT - CONFLUÊNCIA - CCHA (S),GUADIANA,-,68728,-118596,38.5973404,-7.3441819,EDIA,ÉVORA,REGUENGOS DE MONSARAZ,MONSARAZ,,-,-,23/11/2011,-,EDIA,ATIVA
06K.13,LUGAR DA ÍNSUA,DOURO,-,-,-,41.29263,-7.75002,ARH-NORTE,VILA REAL,VILA REAL,VILA REAL,,-,-,-,-,-,-
28F.56,LUZIANES,MIRA,-,-35418.56,-231200.95,37.584843,-8.534109,ARH-ALENTEJO,BEJA,ODEMIRA,LUZIANES-GARE,BARRANCO DAS PIPINAS,-,-,14/04/2009,-,DQA_ECOL_VIG,ATIVA
05R.02,MACEDO DO PESO,DOURO,-,-,-,41.43765,-6.6389,ARH-NORTE,BRAGANÇA,MOGADOURO,SÃO MARTINHO DO PESO,,-,-,-,-,-,-
04E.12,MADORRA,NEIVA,-,-,-,41.613753,-8.726084,ARH-NORTE,BRAGA,ESPOSENDE,FORJÃES,,-,-,-,-,-,-
25K.10C,MAGRA - CCHA (C),GUADIANA,-,-,-,38.0467745,-7.7688562,EDIA,BEJA,BEJA,NOSSA SENHORA DAS NEVES,,-,-,-,-,EDIA,-
25K.10P,MAGRA - CCHA (P),GUADIANA,-,-,-,38.0467745,-7.7688562,-,-,-,-,,-,-,-,-,EDIA,-
25K.10S,MAGRA - CCHA (S),GUADIANA,-,-,-,38.0467745,-7.7688562,EDIA,BEJA,BEJA,NOSSA SENHORA DAS NEVES,,-,-,-,-,EDIA,-
11G.03,MALAPOSTA,VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.449118,-8.451712,ARH-CENTRO,AVEIRO,ANADIA,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,,-,-,-,-,-,-
20M.52,MALHADA,TEJO,-,258510,224085,38.98253,-7.45784,ARH-TEJO,PORTALEGRE,MONFORTE,MONFORTE,RIBEIRA DE ALMURO,-,-,28/01/2010,-,DQA_ECOL_OPER,ATIVA
21L.50,MALHADA (RIB. TERA),TEJO,-,42469.62,-97317.12,38.7906621,-7.64428494,ARH-TEJO,-,-,-,RIBEIRA DE TERA,-,-,20/02/2011,-,DQA_ECOL_OPER,ATIVA
19K.02,MALHADA DA GRANJA,,-,-,-,39.046326,-7.70232,ARH-TEJO,PORTALEGRE,AVIS,FIGUEIRA E BARROS,,-,-,-,-,-,-
15M.02,MALHADA DO SORDO,TEJO,-,-,-,39.789517,-7.401449,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,,-,-,-,-,-,-
26L.52,MALHADA VALVERDE,GUADIANA,-,253259,100595,37.87047,-7.52779,ARH-ALENTEJO,BEJA,SERPA,SERPA (SALVADOR),RIBEIRA LIMAS,-,-,22/04/2009,-,DQA_ECOL_OPER,ATIVA
15J.02,MALJOGA,TEJO,330,212149,311233,39.769082,-7.99312,ARH-TEJO,CASTELO BRANCO,SERTÃ,VÁRZEA DOS CAVALEIROS,RIO ISNA,76.38,226.29,28/02/2001,-,PISC-CIP-78-659 / DQA_ECOL_VIG,ATIVA
09O.52,MANIGOTO,DOURO,600,287909,415486,40.7036,-7.0929,UTAD,GUARDA,PINHEL,LAMEIRAS,RIBEIRA DA PEGA,-,-,28/04/2010,-,DQA_ECOL_OPER,ATIVA
11L.02,MANTEIGAS,TEJO,-,249463,378454,40.356461,-7.558696,ARH-TEJO,GUARDA,MANTEIGAS,MANTEIGAS (SÃO PEDRO),RIO ZÊZERE,-,-,08/09/2009,-,DQA_ECOL_VIG,ATIVA
04E.03F,MARACHÃO (F),,-,-,-,41.50696,-8.71671,-,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
04E.03S,MARACHÃO (S),CÁVADO/RIBEIRAS COSTEIRAS,27,151275,504275,41.50696,-8.71671,ARH-NORTE,BRAGA,ESPOSENDE,GEMESES,RIO CÁVADO,1502.53,9.18,16/11/1988,-,IMPACTO / NITRATOS-EST_TRÓFICO,ATIVA
31J.51,MARCHIL,RIBEIRAS DO ALGARVE,-,216642,7702,37.034886,-7.946056,ARH-ALGARVE,FARO,FARO,FARO (SÃO PEDRO),RIBEIRA DE BIOGAL,-,-,01/01/2016,-,DQA_ECOL_VIG,ATIVA
15I.52,MARMELEIRO,TEJO,-,203599,310835,39.76584,-8.0911,ARH-TEJO,CASTELO BRANCO,SERTÃ,CUMEADA,RIBEIRA DA TAMOLHA,-,-,21/09/2009,-,DQA_ECOL_VIG,ATIVA
20G.04,MARMELOS,TEJO,-,-,-,38.879359,-8.467974,ARH-TEJO,SANTARÉM,CORUCHE,UNIÃO DAS FREGUESIAS DE CORUCHE  FAJARDA E ERRA,,-,-,-,-,-,-
20F.03,MARTINHOS,TEJO,-,-,-,38.93375,-8.56688,ARH-TEJO,SANTARÉM,CORUCHE,BISCAINHO,,-,-,-,-,-,-
05M.03,MASCANHO,DOURO,472,253217,497472,41.44477,-7.49631,ARH-NORTE,VILA REAL,MURÇA,VALONGO DE MILHAIS,RIO CURROS,139.33,183.98,17/01/1994,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
11M.07,MATA DA CONTENDA,TEJO,-,-,-,40.393908,-7.430267,ARH-TEJO,GUARDA,GUARDA,VALHELHAS,,-,-,-,-,-,-
08P.03,MATA DE LOBOS,DOURO,-,-,-,40.90288,-6.92259,ARH-NORTE,GUARDA,FIGUEIRA DE CASTELO RODRIGO,MATA DE LOBOS,,-,-,-,-,-,-
22C.13,MATA DO CERVO,TEJO,-,-,-,38.510769,-9.150419,ARH-TEJO,SETÚBAL,SESIMBRA,SESIMBRA (CASTELO),,-,-,-,-,-,-
09L.02,MATANÇA,MONDEGO,579,250745,412848,40.682816,-7.532256,ARH-CENTRO,GUARDA,FORNOS DE ALGODRES,MATANÇA,RIBEIRA DO CARAPITO,49.44,174.64,19/02/2001,-,PISC-SALM-78-659,ATIVA
17M.51,MATINHA,TEJO,-,67114.44,-20622.84,39.479895,-7.353059,ARH-TEJO,-,-,-,RIBEIRA DE CABRIL,-,-,16/02/2011,-,DQA_ECOL_OPER,ATIVA
08F.10,MATOSINHOS DE BAIXO (ESMORIZ),VOUGA/RIBEIRAS COSTEIRAS,-,-,-,40.95456,-8.63951,ARH-NORTE,AVEIRO,OVAR,ESMORIZ,,-,-,-,-,-,-
16G.04,MATRENA (MONTANTE DESCARGA),TEJO,-,-,-,39.535756,-8.381902,DGA,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO NABÃO,-,-,30/01/1990,01/09/1993,DGA,EXTINTA
